"Statistic Label","Quarter","State","UNIT","VALUE"
"Births registered that were first births","2018Q3","State","Number",""
"Births registered that were first births","2018Q4","State","Number",""
"Births registered that were first births","2019Q1","State","Number",""
"Births registered that were first births","2019Q2","State","Number",""
"Births registered that were first births","2019Q3","State","Number",""
"Births registered that were first births","2019Q4","State","Number",""
"Births registered that were first births","2020Q1","State","Number",""
"Births registered that were first births","2020Q2","State","Number",""
"Births registered that were first births","2020Q3","State","Number",""
"Births registered that were first births","2020Q4","State","Number",""
"Births registered that were first births","2021Q1","State","Number",""
"Births registered that were first births","2021Q2","State","Number",""
"Births registered that were first births","2021Q3","State","Number",""
"Births registered that were first births","2021Q4","State","Number",""
"Births registered that were first births","2022Q1","State","Number","6309"
"Births registered that were first births","2022Q2","State","Number","5669"
"Births registered that were first births","2022Q3","State","Number","5727"
"Births registered that were first births","2022Q4","State","Number","5259"
"Births registered that were first births","2023Q1","State","Number","5796"
"Births registered outside marriage","1960Q1","State","Number",""
"Births registered outside marriage","1960Q2","State","Number",""
"Births registered outside marriage","1960Q3","State","Number",""
"Births registered outside marriage","1960Q4","State","Number",""
"Births registered outside marriage","1961Q1","State","Number",""
"Births registered outside marriage","1961Q2","State","Number",""
"Births registered outside marriage","1961Q3","State","Number",""
"Births registered outside marriage","1961Q4","State","Number",""
"Births registered outside marriage","1962Q1","State","Number",""
"Births registered outside marriage","1962Q2","State","Number",""
"Births registered outside marriage","1962Q3","State","Number",""
"Births registered outside marriage","1962Q4","State","Number",""
"Births registered outside marriage","1963Q1","State","Number",""
"Births registered outside marriage","1963Q2","State","Number",""
"Births registered outside marriage","1963Q3","State","Number",""
"Births registered outside marriage","1963Q4","State","Number",""
"Births registered outside marriage","1964Q1","State","Number",""
"Births registered outside marriage","1964Q2","State","Number",""
"Births registered outside marriage","1964Q3","State","Number",""
"Births registered outside marriage","1964Q4","State","Number",""
"Births registered outside marriage","1965Q1","State","Number",""
"Births registered outside marriage","1965Q2","State","Number",""
"Births registered outside marriage","1965Q3","State","Number",""
"Births registered outside marriage","1965Q4","State","Number",""
"Births registered outside marriage","1966Q1","State","Number",""
"Births registered outside marriage","1966Q2","State","Number",""
"Births registered outside marriage","1966Q3","State","Number",""
"Births registered outside marriage","1966Q4","State","Number",""
"Births registered outside marriage","1967Q1","State","Number",""
"Births registered outside marriage","1967Q2","State","Number",""
"Births registered outside marriage","1967Q3","State","Number",""
"Births registered outside marriage","1967Q4","State","Number",""
"Births registered outside marriage","1968Q1","State","Number",""
"Births registered outside marriage","1968Q2","State","Number",""
"Births registered outside marriage","1968Q3","State","Number",""
"Births registered outside marriage","1968Q4","State","Number",""
"Births registered outside marriage","1969Q1","State","Number",""
"Births registered outside marriage","1969Q2","State","Number",""
"Births registered outside marriage","1969Q3","State","Number",""
"Births registered outside marriage","1969Q4","State","Number",""
"Births registered outside marriage","1970Q1","State","Number",""
"Births registered outside marriage","1970Q2","State","Number",""
"Births registered outside marriage","1970Q3","State","Number",""
"Births registered outside marriage","1970Q4","State","Number",""
"Births registered outside marriage","1971Q1","State","Number",""
"Births registered outside marriage","1971Q2","State","Number",""
"Births registered outside marriage","1971Q3","State","Number",""
"Births registered outside marriage","1971Q4","State","Number",""
"Births registered outside marriage","1972Q1","State","Number",""
"Births registered outside marriage","1972Q2","State","Number",""
"Births registered outside marriage","1972Q3","State","Number",""
"Births registered outside marriage","1972Q4","State","Number",""
"Births registered outside marriage","1973Q1","State","Number",""
"Births registered outside marriage","1973Q2","State","Number",""
"Births registered outside marriage","1973Q3","State","Number",""
"Births registered outside marriage","1973Q4","State","Number",""
"Births registered outside marriage","1974Q1","State","Number",""
"Births registered outside marriage","1974Q2","State","Number",""
"Births registered outside marriage","1974Q3","State","Number",""
"Births registered outside marriage","1974Q4","State","Number",""
"Births registered outside marriage","1975Q1","State","Number",""
"Births registered outside marriage","1975Q2","State","Number",""
"Births registered outside marriage","1975Q3","State","Number",""
"Births registered outside marriage","1975Q4","State","Number",""
"Births registered outside marriage","1976Q1","State","Number",""
"Births registered outside marriage","1976Q2","State","Number",""
"Births registered outside marriage","1976Q3","State","Number",""
"Births registered outside marriage","1976Q4","State","Number",""
"Births registered outside marriage","1977Q1","State","Number",""
"Births registered outside marriage","1977Q2","State","Number",""
"Births registered outside marriage","1977Q3","State","Number",""
"Births registered outside marriage","1977Q4","State","Number",""
"Births registered outside marriage","1978Q1","State","Number",""
"Births registered outside marriage","1978Q2","State","Number",""
"Births registered outside marriage","1978Q3","State","Number",""
"Births registered outside marriage","1978Q4","State","Number",""
"Births registered outside marriage","1979Q1","State","Number",""
"Births registered outside marriage","1979Q2","State","Number",""
"Births registered outside marriage","1979Q3","State","Number",""
"Births registered outside marriage","1979Q4","State","Number",""
"Births registered outside marriage","1980Q1","State","Number",""
"Births registered outside marriage","1980Q2","State","Number",""
"Births registered outside marriage","1980Q3","State","Number",""
"Births registered outside marriage","1980Q4","State","Number",""
"Births registered outside marriage","1981Q1","State","Number",""
"Births registered outside marriage","1981Q2","State","Number",""
"Births registered outside marriage","1981Q3","State","Number",""
"Births registered outside marriage","1981Q4","State","Number",""
"Births registered outside marriage","1982Q1","State","Number",""
"Births registered outside marriage","1982Q2","State","Number",""
"Births registered outside marriage","1982Q3","State","Number",""
"Births registered outside marriage","1982Q4","State","Number",""
"Births registered outside marriage","1983Q1","State","Number",""
"Births registered outside marriage","1983Q2","State","Number",""
"Births registered outside marriage","1983Q3","State","Number",""
"Births registered outside marriage","1983Q4","State","Number",""
"Births registered outside marriage","1984Q1","State","Number",""
"Births registered outside marriage","1984Q2","State","Number",""
"Births registered outside marriage","1984Q3","State","Number",""
"Births registered outside marriage","1984Q4","State","Number",""
"Births registered outside marriage","1985Q1","State","Number",""
"Births registered outside marriage","1985Q2","State","Number",""
"Births registered outside marriage","1985Q3","State","Number",""
"Births registered outside marriage","1985Q4","State","Number",""
"Births registered outside marriage","1986Q1","State","Number",""
"Births registered outside marriage","1986Q2","State","Number",""
"Births registered outside marriage","1986Q3","State","Number",""
"Births registered outside marriage","1986Q4","State","Number",""
"Births registered outside marriage","1987Q1","State","Number",""
"Births registered outside marriage","1987Q2","State","Number",""
